"","variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"1327","bus_fut_chl_repaying_outstanding_loans","Unchecked","overall_owner_manager","DE",0.868422011,0.020933579,455,542
"1328","bus_mth_hir_alt_f","All","overall_owner_manager","DE",0.036050985,0.010287749,26,716
"1329","bus_mth_hir_alt_f","Exactly half","overall_owner_manager","DE",0.029469259,0.009333059,18,716
"1330","bus_mth_hir_alt_f","Less than half","overall_owner_manager","DE",0.180062638,0.021204933,116,716
"1331","bus_mth_hir_alt_f","More than half","overall_owner_manager","DE",0.039562081,0.010757441,17,716
"1332","bus_mth_hir_alt_f","None","overall_owner_manager","DE",0.714855037,0.024915901,539,716
"1333","bus_rol","Both own and manage a business","overall_owner_manager","DE",0.453881234,0.026762818,372,788
"1334","bus_rol","Manage a business","overall_owner_manager","DE",0.059721728,0.012738303,49,788
"1335","bus_rol","Own a business","overall_owner_manager","DE",0.486397038,0.026867447,367,788
"1336","bus_sls_dif","Dont know","overall_owner_manager","DE",0.073821603,0.014904145,47,657
"1337","bus_sls_dif","Higher than last year","overall_owner_manager","DE",0.274597213,0.02543933,170,657
"1338","bus_sls_dif","Lower than last year","overall_owner_manager","DE",0.356779488,0.027305359,255,657
"1339","bus_sls_dif","Same as last year","overall_owner_manager","DE",0.235790748,0.024195663,148,657
"1340","bus_sls_dif","This business was not in operation last year","overall_owner_manager","DE",0.059010949,0.013431564,37,657
"1341","bus_srv","12 months or more","overall_owner_manager","DE",0.586232357,0.030486279,312,522
"1342","bus_srv","At least 1 month but less than 2 months","overall_owner_manager","DE",0.012833408,0.006967187,9,522
"1343","bus_srv","At least 2 months but less than 3 months","overall_owner_manager","DE",0.022068867,0.009093591,16,522
"1344","bus_srv","At least 3 months but less than 6 months","overall_owner_manager","DE",0.041658388,0.012368091,22,522
"1345","bus_srv","At least 6 months but less than 9 months","overall_owner_manager","DE",0.033620716,0.011157542,26,522
"1346","bus_srv","At least 9 months but less than 12 months","overall_owner_manager","DE",0.087351116,0.017477421,28,522
"1347","bus_srv","Less than 1 month","overall_owner_manager","DE",0.00507588,0.004398878,3,522
"1348","bus_srv","Not sure","overall_owner_manager","DE",0.211159268,0.025263354,106,522
"1349","chl_fin_bills_or_accounts_payable","Checked","overall_owner_manager","DE",0.115015848,0.020756736,68,481
"1350","chl_fin_bills_or_accounts_payable","Unchecked","overall_owner_manager","DE",0.884984152,0.020756736,413,481
"1351","chl_fin_debt_or_loans","Checked","overall_owner_manager","DE",0.123080058,0.021374024,64,481
"1352","chl_fin_debt_or_loans","Unchecked","overall_owner_manager","DE",0.876919942,0.021374024,417,481
"1353","chl_fin_none_of_the_above","Checked","overall_owner_manager","DE",0.674774248,0.03047784,328,481
"1354","chl_fin_none_of_the_above","Unchecked","overall_owner_manager","DE",0.325225752,0.03047784,153,481
"1355","chl_fin_rent_or_lease","Checked","overall_owner_manager","DE",0.116108132,0.02084219,57,481
"1356","chl_fin_rent_or_lease","Unchecked","overall_owner_manager","DE",0.883891868,0.02084219,424,481
"1357","chl_fin_taxes","Checked","overall_owner_manager","DE",0.133749224,0.022145216,77,481
"1358","chl_fin_taxes","Unchecked","overall_owner_manager","DE",0.866250776,0.022145216,404,481
"1359","chl_fin_worker_benefits","Checked","overall_owner_manager","DE",0.03047139,0.0111825,20,481
"1360","chl_fin_worker_benefits","Unchecked","overall_owner_manager","DE",0.96952861,0.0111825,461,481
"1361","chl_fin_worker_hazard_pay","Checked","overall_owner_manager","DE",0.036548527,0.0122085,13,481
"1362","chl_fin_worker_hazard_pay","Unchecked","overall_owner_manager","DE",0.963451473,0.0122085,468,481
"1363","chl_fin_worker_salaries_and_wages","Checked","overall_owner_manager","DE",0.121298566,0.021240316,42,481
"1364","chl_fin_worker_salaries_and_wages","Unchecked","overall_owner_manager","DE",0.878701434,0.021240316,439,481
"1365","clim_carb","Business facilities","overall_owner_manager","DE",0.084065993,0.019146918,33,411
"1366","clim_carb","Customer demand or expectations","overall_owner_manager","DE",0.15653664,0.025072505,70,411
"1367","clim_carb","Employee capacity","overall_owner_manager","DE",0.019288768,0.009490289,9,411
"1368","clim_carb","Knowledge of how to reduce carbon emissions","overall_owner_manager","DE",0.233572616,0.029194637,94,411
"1369","clim_carb","Operating costs","overall_owner_manager","DE",0.263868931,0.030410833,98,411
"1370","clim_carb","Production or transportation of goods and services","overall_owner_manager","DE",0.242667053,0.029580495,107,411
"1371","clim_pract","I am unsure and need more information to make this decision","overall_owner_manager","DE",0.088049683,0.017843857,48,482
"1372","clim_pract","I definitely would","overall_owner_manager","DE",0.205336365,0.025436881,95,482
"1373","clim_pract","I definitely would not","overall_owner_manager","DE",0.09088366,0.018100555,40,482
"1374","clim_pract","I have already","overall_owner_manager","DE",0.301367653,0.028894282,151,482
"1375","clim_pract","I probably would","overall_owner_manager","DE",0.257480357,0.027533744,118,482
"1376","clim_pract","I probably would not","overall_owner_manager","DE",0.056882282,0.014585144,30,482
"1377","clim_worry","I am unfamiliar with climate change or the impacts it may have","overall_owner_manager","DE",0.066740866,0.015743462,19,484
"1378","clim_worry","Not at all worried","overall_owner_manager","DE",0.270035578,0.028006867,140,484
"1379","clim_worry","Not very worried","overall_owner_manager","DE",0.202661588,0.025357723,112,484
"1380","clim_worry","Somewhat worried","overall_owner_manager","DE",0.279112383,0.028296096,128,484
"1381","clim_worry","Very worried","overall_owner_manager","DE",0.181449585,0.02431106,85,484
"1382","dem_age","20 to 29","overall_owner_manager","DE",0.117711065,0.017368725,46,785
"1383","dem_age","30 to 39","overall_owner_manager","DE",0.286378081,0.02436452,165,785
"1384","dem_age","40 to 49","overall_owner_manager","DE",0.286111855,0.024357735,254,785
"1385","dem_age","50 to 59","overall_owner_manager","DE",0.219760694,0.022317359,230,785
"1386","dem_age","60 to 69","overall_owner_manager","DE",0.072641549,0.013988471,77,785
"1387","dem_age","70 or older","overall_owner_manager","DE",0.012161431,0.005907303,11,785
"1388","dem_age","Less than 20","overall_owner_manager","DE",0.005235324,0.003889429,2,785
"1389","dgt_use_advertising","Checked","overall_owner_manager","DE",0.671755705,0.02781687,400,587
"1390","dgt_use_advertising","Unchecked","overall_owner_manager","DE",0.328244295,0.02781687,187,587
"1391","dgt_use_analyzing_or_researching_to_answer_business_questions","Checked","overall_owner_manager","DE",0.262574823,0.026066907,162,587
"1392","dgt_use_analyzing_or_researching_to_answer_business_questions","Unchecked","overall_owner_manager","DE",0.737425177,0.026066907,425,587
"1393","dgt_use_communicating_directly_with_customers","Checked","overall_owner_manager","DE",0.612340316,0.028861954,378,587
"1394","dgt_use_communicating_directly_with_customers","Unchecked","overall_owner_manager","DE",0.387659684,0.028861954,209,587
"1395","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","DE",0.213649766,0.024280812,128,587
"1396","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","DE",0.786350234,0.024280812,459,587
"1397","dgt_use_hiring","Checked","overall_owner_manager","DE",0.238355283,0.025240189,135,587
"1398","dgt_use_hiring","Unchecked","overall_owner_manager","DE",0.761644717,0.025240189,452,587
"1399","dgt_use_none_of_the_above","Checked","overall_owner_manager","DE",0.115532193,0.01893636,59,587
"1400","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","DE",0.884467807,0.01893636,528,587
"1401","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","DE",0.481592362,0.029599166,276,587
"1402","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","DE",0.518407638,0.029599166,311,587
"1403","dig_perm","Don't know","overall_owner_manager","DE",0.171808609,0.024302819,81,512
"1404","dig_perm","No","overall_owner_manager","DE",0.377191453,0.031226768,189,512
"1405","dig_perm","Yes","overall_owner_manager","DE",0.450999938,0.032058506,242,512
"1406","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","DE",0.206374569,0.025538894,99,503
"1407","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","DE",0.793625431,0.025538894,404,503
"1408","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","DE",0.270378563,0.028028582,134,503
"1409","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","DE",0.729621437,0.028028582,369,503
"1410","dig_use_increase_in_employment","Checked","overall_owner_manager","DE",0.08137186,0.017253341,34,503
"1411","dig_use_increase_in_employment","Unchecked","overall_owner_manager","DE",0.91862814,0.017253341,469,503
"1412","dig_use_increase_in_sales","Checked","overall_owner_manager","DE",0.258253572,0.027619583,135,503
"1413","dig_use_increase_in_sales","Unchecked","overall_owner_manager","DE",0.741746428,0.027619583,368,503
"1414","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","DE",0.173425144,0.023892596,73,503
"1415","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Unchecked","overall_owner_manager","DE",0.826574856,0.023892596,430,503
"1416","dig_use_no_impact","Checked","overall_owner_manager","DE",0.391757935,0.030804441,204,503
"1417","dig_use_no_impact","Unchecked","overall_owner_manager","DE",0.608242065,0.030804441,299,503
"1418","dig_use_something_not_listed_here","Checked","overall_owner_manager","DE",0.140531246,0.021931468,67,503
"1419","dig_use_something_not_listed_here","Unchecked","overall_owner_manager","DE",0.859468754,0.021931468,436,503
"1420","emp_rhr","Don't know or prefer not to say","overall_owner_manager","DE",0.171569408,0.021169087,122,673
"1421","emp_rhr","No","overall_owner_manager","DE",0.673133185,0.026338441,467,673
"1422","emp_rhr","Yes","overall_owner_manager","DE",0.155297407,0.02033706,84,673
"1423","frl_rhr","Don't know or prefer not to say","overall_owner_manager","DE",0.181837128,0.021571707,132,692
"1424","frl_rhr","No","overall_owner_manager","DE",0.719813381,0.025116377,494,692
"1425","frl_rhr","Yes","overall_owner_manager","DE",0.098349491,0.016654382,66,692
"1426","hol_emp","No","overall_owner_manager","DE",0.751735414,0.025991024,441,573
"1427","hol_emp","Prefer not to say","overall_owner_manager","DE",0.085092975,0.016786835,42,573
"1428","hol_emp","Yes","overall_owner_manager","DE",0.163171611,0.022231768,90,573
"1429","hol_price","Decreased a little","overall_owner_manager","DE",0.056390174,0.013843735,31,577
"1430","hol_price","Decreased a lot","overall_owner_manager","DE",0.041794606,0.012010048,14,577
"1431","hol_price","Increased a little","overall_owner_manager","DE",0.305686309,0.027648475,174,577
"1432","hol_price","Increased a lot","overall_owner_manager","DE",0.074959284,0.015803324,41,577
